측정년도,측정월,측정소,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
2010,1,중구,21,58,1.0,0.011,0.043,0.007
2010,2,중구,27,50,0.8,0.014,0.039,0.005
2010,3,중구,34,65,0.7,0.022,0.035,0.005
2010,4,중구,26,51,0.7,0.024,0.041,0.004
2010,5,중구,26,57,0.7,0.028,0.039,0.004
2010,6,중구,24,48,0.6,0.029,0.037,0.004
2010,7,중구,18,30,0.6,0.017,0.028,0.003
2010,8,중구,21,31,0.7,0.015,0.027,0.004
2010,9,중구,14,25,0.5,0.013,0.025,0.004
2010,10,중구,23,40,0.6,0.013,0.031,0.004
2010,11,중구,18,70,0.9,0.011,0.03,0.006
2010,12,중구,23,63,0.8,0.01,0.026,0.006
2011,1,중구,21,43,0.8,0.014,0.022,0.007
2011,2,중구,27,72,0.9,0.012,0.039,0.007
2011,3,중구,34,65,0.5,0.025,0.032,0.006
2011,4,중구,26,54,0.6,0.026,0.044,0.005
2011,5,중구,26,74,0.6,0.022,0.042,0.004
2011,6,중구,24,44,0.6,0.026,0.035,0.003
2011,7,중구,18,28,0.5,0.014,0.03,0.002
2011,8,중구,21,26,0.4,0.013,0.027,0.002
2011,9,중구,14,30,0.4,0.018,0.03,0.004
2011,10,중구,23,42,0.5,0.014,0.04,0.005
2011,11,중구,18,38,0.5,0.012,0.038,0.006
2011,12,중구,23,46,0.7,0.014,0.033,0.007
2012,1,중구,21,60,0.7,0.01,0.032,0.009
2012,2,중구,27,50,0.8,0.014,0.029,0.007
2012,3,중구,34,44,0.4,0.023,0.029,0.006
2012,4,중구,26,54,0.4,0.023,0.04,0.006
2012,5,중구,26,50,0.4,0.034,0.031,0.006
2012,6,중구,24,36,0.4,0.034,0.025,0.004
2012,7,중구,18,24,0.3,0.019,0.02,0.002
2012,8,중구,21,19,0.4,0.021,0.019,0.002
2012,9,중구,14,24,0.4,0.019,0.027,0.004
2012,10,중구,23,30,0.4,0.016,0.034,0.006
2012,11,중구,18,38,0.5,0.012,0.035,0.006
2012,12,중구,23,37,0.7,0.012,0.035,0.007
2013,1,중구,21,56,0.8,0.012,0.043,0.009
2013,2,중구,27,39,0.6,0.021,0.038,0.006
2013,3,중구,34,49,0.4,0.022,0.039,0.006
2013,4,중구,26,51,0.5,0.028,0.042,0.006
2013,5,중구,26,56,0.5,0.032,0.048,0.005
2013,6,중구,24,40,0.4,0.033,0.039,0.003
2013,7,중구,18,35,0.4,0.021,0.031,0.003
2013,8,중구,21,36,0.3,0.023,0.033,0.004
2013,9,중구,14,28,0.2,0.019,0.037,0.004
2013,10,중구,23,30,0.5,0.014,0.038,0.006
2013,11,중구,18,43,0.8,0.013,0.041,0.008
2013,12,중구,23,54,0.8,0.012,0.045,0.009
2014,1,중구,21,57,0.6,0.01,0.043,0.008
2014,2,중구,27,57,0.6,0.018,0.041,0.007
2014,3,중구,34,61,0.5,0.02,0.04,0.008
2014,4,중구,26,57,0.5,0.025,0.044,0.007
2014,5,중구,26,63,0.5,0.037,0.038,0.007
2014,6,중구,24,38,0.2,0.036,0.033,0.003
2014,7,중구,18,39,0.2,0.031,0.032,0.003
2014,8,중구,21,29,0.4,0.022,0.032,0.002
2014,9,중구,14,29,0.3,0.021,0.038,0.004
2014,10,중구,23,34,0.5,0.015,0.036,0.005
2014,11,중구,18,43,0.8,0.014,0.037,0.007
2014,12,중구,23,43,0.8,0.012,0.029,0.007
2015,1,중구,21,47,0.7,0.012,0.031,0.008
2015,2,중구,27,85,0.8,0.016,0.039,0.008
2015,3,중구,34,72,0.5,0.022,0.044,0.007
2015,4,중구,26,46,0.4,0.026,0.042,0.005
2015,5,중구,26,45,0.4,0.034,0.039,0.005
2015,6,중구,24,34,0.5,0.041,0.032,0.004
2015,7,중구,18,30,0.5,0.026,0.022,0.003
2015,8,중구,21,34,0.4,0.028,0.022,0.004
2015,9,중구,14,26,0.4,0.025,0.033,0.005
2015,10,중구,23,43,0.7,0.021,0.042,0.006
2015,11,중구,18,31,0.7,0.012,0.037,0.005
2015,12,중구,23,45,0.8,0.009,0.048,0.006
2010,1,종로구,24,59,0.9,0.013,0.046,0.009
2010,2,종로구,30,50,0.6,0.016,0.041,0.007
2010,3,종로구,27,57,0.5,0.026,0.033,0.005
2010,4,종로구,20,49,0.4,0.027,0.037,0.005
2010,5,종로구,24,56,0.4,0.031,0.038,0.007
2010,6,종로구,28,56,0.4,0.035,0.035,0.006
2010,7,종로구,27,42,0.3,0.021,0.029,0.006
2010,8,종로구,27,39,0.3,0.017,0.031,0.006
2010,9,종로구,17,31,0.3,0.015,0.028,0.005
2010,10,종로구,24,44,0.4,0.015,0.036,0.006
2010,11,종로구,21,75,0.5,0.018,0.04,0.008
2010,12,종로구,32,44,0.5,0.014,0.028,0.008
2011,1,종로구,24,42,0.5,0.014,0.032,0.008
2011,2,종로구,30,71,0.7,0.012,0.039,0.009
2011,3,종로구,27,54,0.4,0.025,0.024,0.007
2011,4,종로구,20,58,0.4,0.027,0.032,0.007
2011,5,종로구,24,72,0.4,0.026,0.032,0.007
2011,6,종로구,28,42,0.4,0.028,0.028,0.007
2011,7,종로구,27,27,0.4,0.013,0.024,0.006
2011,8,종로구,27,26,0.3,0.015,0.021,0.006
2011,9,종로구,17,29,0.4,0.018,0.021,0.005
2011,10,종로구,24,43,0.6,0.011,0.031,0.005
2011,11,종로구,21,38,0.6,0.01,0.03,0.006
2011,12,종로구,32,47,0.6,0.01,0.03,0.007
2012,1,종로구,24,61,0.7,0.013,0.033,0.01
2012,2,종로구,30,53,0.5,0.016,0.032,0.008
2012,3,종로구,27,47,0.5,0.027,0.028,0.007
2012,4,종로구,20,52,0.6,0.027,0.033,0.007
2012,5,종로구,24,53,0.6,0.037,0.032,0.007
2012,6,종로구,28,40,0.6,0.038,0.024,0.006
2012,7,종로구,27,28,0.6,0.021,0.023,0.004
2012,8,종로구,27,22,0.5,0.025,0.019,0.006
2012,9,종로구,17,27,0.3,0.021,0.025,0.006
2012,10,종로구,24,34,0.3,0.017,0.029,0.007
2012,11,종로구,21,43,0.4,0.011,0.03,0.007
2012,12,종로구,32,39,0.5,0.012,0.033,0.006
2013,1,종로구,24,62,0.6,0.013,0.045,0.009
2013,2,종로구,30,44,0.5,0.019,0.039,0.007
2013,3,종로구,27,56,0.6,0.023,0.04,0.008
2013,4,종로구,20,54,0.5,0.029,0.038,0.007
2013,5,종로구,24,58,0.5,0.032,0.039,0.009
2013,6,종로구,28,41,0.4,0.03,0.031,0.009
2013,7,종로구,27,36,0.3,0.022,0.024,0.004
2013,8,종로구,27,36,0.3,0.024,0.025,0.004
2013,9,종로구,17,29,0.3,0.02,0.026,0.004
2013,10,종로구,24,30,0.4,0.014,0.031,0.004
2013,11,종로구,21,42,0.5,0.009,0.036,0.005
2013,12,종로구,32,51,0.6,0.007,0.042,0.006
2014,1,종로구,24,52,0.5,0.009,0.041,0.006
2014,2,종로구,30,52,0.6,0.016,0.037,0.006
2014,3,종로구,27,57,0.5,0.021,0.037,0.007
2014,4,종로구,20,54,0.4,0.024,0.039,0.006
2014,5,종로구,24,59,0.4,0.041,0.034,0.007
2014,6,종로구,28,36,0.2,0.035,0.028,0.005
2014,7,종로구,27,36,0.3,0.033,0.026,0.006
2014,8,종로구,27,27,0.4,0.026,0.026,0.005
2014,9,종로구,17,27,0.3,0.024,0.03,0.005
2014,10,종로구,24,37,0.4,0.016,0.037,0.005
2014,11,종로구,21,50,0.5,0.012,0.038,0.006
2014,12,종로구,32,48,0.5,0.011,0.035,0.006
2015,1,종로구,24,54,0.4,0.011,0.037,0.006
2015,2,종로구,30,98,0.4,0.016,0.038,0.007
2015,3,종로구,27,79,0.4,0.02,0.041,0.008
2015,4,종로구,20,49,0.3,0.026,0.035,0.007
2015,5,종로구,24,52,0.3,0.031,0.035,0.007
2015,6,종로구,28,42,0.4,0.038,0.027,0.007
2015,7,종로구,27,35,0.3,0.026,0.023,0.007
2015,8,종로구,27,36,0.4,0.028,0.023,0.007
2015,9,종로구,17,28,0.5,0.026,0.027,0.006
2015,10,종로구,24,44,0.5,0.019,0.034,0.006
2015,11,종로구,21,33,0.6,0.012,0.033,0.003
2015,12,종로구,32,49,0.6,0.009,0.038,0.006
2010,1,중랑구,26,60,0.5,0.011,0.045,0.007
2010,2,중랑구,31,48,0.6,0.014,0.038,0.006
2010,3,중랑구,31,63,0.5,0.019,0.029,0.003
2010,4,중랑구,22,49,0.4,0.019,0.032,0.005
2010,5,중랑구,23,55,0.4,0.023,0.031,0.005
2010,6,중랑구,20,50,0.4,0.035,0.03,0.004
2010,7,중랑구,19,31,0.6,0.022,0.02,0.002
2010,8,중랑구,21,32,0.6,0.018,0.018,0.002
2010,9,중랑구,15,24,0.3,0.016,0.016,0.003
2010,10,중랑구,22,41,0.4,0.016,0.022,0.004
2010,11,중랑구,19,75,0.5,0.013,0.028,0.005
2010,12,중랑구,26,66,0.6,0.01,0.027,0.007
2011,1,중랑구,26,46,0.6,0.013,0.028,0.007
2011,2,중랑구,31,79,0.9,0.013,0.036,0.007
2011,3,중랑구,31,72,0.5,0.031,0.027,0.005
2011,4,중랑구,22,60,0.5,0.025,0.038,0.005
2011,5,중랑구,23,74,0.4,0.028,0.031,0.006
2011,6,중랑구,20,43,0.4,0.031,0.029,0.004
2011,7,중랑구,19,28,0.3,0.016,0.024,0.003
2011,8,중랑구,21,27,0.3,0.018,0.02,0.003
2011,9,중랑구,15,30,0.3,0.022,0.023,0.003
2011,10,중랑구,22,41,0.5,0.015,0.034,0.003
2011,11,중랑구,19,37,0.6,0.013,0.031,0.004
2011,12,중랑구,26,48,0.7,0.01,0.035,0.006
2012,1,중랑구,26,61,0.8,0.011,0.038,0.008
2012,2,중랑구,31,49,0.7,0.016,0.036,0.007
2012,3,중랑구,31,45,0.5,0.025,0.03,0.005
2012,4,중랑구,22,53,0.5,0.027,0.035,0.005
2012,5,중랑구,23,51,0.5,0.035,0.032,0.005
2012,6,중랑구,20,41,0.4,0.035,0.025,0.004
2012,7,중랑구,19,29,0.3,0.022,0.022,0.002
2012,8,중랑구,21,22,0.3,0.023,0.018,0.002
2012,9,중랑구,15,27,0.3,0.021,0.024,0.002
2012,10,중랑구,22,34,0.4,0.018,0.029,0.003
2012,11,중랑구,19,44,0.5,0.013,0.032,0.004
2012,12,중랑구,26,47,0.8,0.011,0.037,0.006
2013,1,중랑구,26,70,0.8,0.013,0.043,0.008
2013,2,중랑구,31,47,0.6,0.018,0.037,0.006
2013,3,중랑구,31,61,0.6,0.023,0.036,0.006
2013,4,중랑구,22,53,0.5,0.03,0.03,0.005
2013,5,중랑구,23,54,0.5,0.031,0.028,0.005
2013,6,중랑구,20,39,0.4,0.031,0.023,0.004
2013,7,중랑구,19,34,0.4,0.019,0.021,0.004
2013,8,중랑구,21,35,0.4,0.025,0.019,0.004
2013,9,중랑구,15,27,0.5,0.024,0.018,0.004
2013,10,중랑구,22,27,0.3,0.018,0.022,0.004
2013,11,중랑구,19,41,0.5,0.011,0.03,0.005
2013,12,중랑구,26,56,0.7,0.008,0.037,0.007
2014,1,중랑구,26,57,0.7,0.009,0.037,0.007
2014,2,중랑구,31,57,0.6,0.016,0.031,0.006
2014,3,중랑구,31,65,0.5,0.02,0.033,0.006
2014,4,중랑구,22,62,0.5,0.03,0.036,0.006
2014,5,중랑구,23,65,0.5,0.048,0.032,0.006
2014,6,중랑구,20,39,0.4,0.041,0.026,0.005
2014,7,중랑구,19,39,0.4,0.038,0.025,0.005
2014,8,중랑구,21,30,0.4,0.028,0.024,0.005
2014,9,중랑구,15,28,0.4,0.028,0.026,0.005
2014,10,중랑구,22,34,0.5,0.021,0.033,0.005
2014,11,중랑구,19,46,0.7,0.013,0.041,0.006
2014,12,중랑구,26,44,0.7,0.013,0.038,0.007
2015,1,중랑구,26,49,0.7,0.012,0.04,0.007
2015,2,중랑구,31,88,0.7,0.018,0.039,0.007
2015,3,중랑구,31,73,0.7,0.023,0.045,0.007
2015,4,중랑구,22,47,0.5,0.032,0.037,0.006
2015,5,중랑구,23,46,0.4,0.034,0.036,0.006
2015,6,중랑구,20,33,0.4,0.037,0.027,0.005
2015,7,중랑구,19,29,0.4,0.028,0.024,0.005
2015,8,중랑구,21,32,0.4,0.029,0.024,0.005
2015,9,중랑구,15,26,0.4,0.027,0.025,0.005
2015,10,중랑구,22,43,0.5,0.018,0.034,0.006
2015,11,중랑구,19,32,0.6,0.012,0.033,0.006
2015,12,중랑구,26,47,0.8,0.009,0.041,0.007
2010,1,동대문구,22,63,0.8,0.01,0.044,0.008
2010,2,동대문구,26,52,0.6,0.012,0.043,0.007
2010,3,동대문구,31,65,0.5,0.017,0.036,0.004
2010,4,동대문구,23,51,0.5,0.02,0.04,0.004
2010,5,동대문구,22,58,0.5,0.024,0.04,0.004
2010,6,동대문구,20,53,0.4,0.028,0.037,0.004
2010,7,동대문구,20,33,0.3,0.02,0.027,0.003
2010,8,동대문구,23,33,0.3,0.018,0.031,0.004
2010,9,동대문구,16,27,0.3,0.013,0.028,0.004
2010,10,동대문구,25,44,0.5,0.01,0.038,0.005
2010,11,동대문구,22,76,0.7,0.007,0.042,0.006
2010,12,동대문구,26,68,1.0,0.005,0.038,0.007
2011,1,동대문구,22,46,0.8,0.015,0.034,0.007
2011,2,동대문구,26,78,1.1,0.012,0.051,0.008
2011,3,동대문구,31,70,0.6,0.025,0.031,0.005
2011,4,동대문구,23,58,0.6,0.025,0.04,0.005
2011,5,동대문구,22,255,0.9,0.021,0.039,0.004
2011,6,동대문구,20,42,0.5,0.029,0.033,0.004
2011,7,동대문구,20,27,0.5,0.014,0.032,0.003
2011,8,동대문구,23,28,0.3,0.017,0.028,0.004
2011,9,동대문구,16,31,0.4,0.02,0.031,0.004
2011,10,동대문구,25,47,0.6,0.013,0.044,0.004
2011,11,동대문구,22,42,0.7,0.01,0.042,0.005
2011,12,동대문구,26,50,0.7,0.008,0.038,0.006
2012,1,동대문구,22,63,0.8,0.009,0.041,0.008
2012,2,동대문구,26,54,0.6,0.011,0.042,0.007
2012,3,동대문구,31,49,0.6,0.024,0.035,0.005
2012,4,동대문구,23,54,0.6,0.028,0.041,0.005
2012,5,동대문구,22,53,0.6,0.039,0.038,0.005
2012,6,동대문구,20,41,0.5,0.039,0.027,0.004
2012,7,동대문구,20,28,0.6,0.022,0.025,0.004
2012,8,동대문구,23,22,0.4,0.024,0.021,0.003
2012,9,동대문구,16,27,0.3,0.019,0.031,0.003
2012,10,동대문구,25,34,0.7,0.017,0.035,0.004
2012,11,동대문구,22,44,0.9,0.011,0.034,0.004
2012,12,동대문구,26,43,1.1,0.011,0.033,0.005
2013,1,동대문구,22,66,0.9,0.013,0.039,0.007
2013,2,동대문구,26,46,0.6,0.018,0.035,0.006
2013,3,동대문구,31,57,0.5,0.024,0.037,0.007
2013,4,동대문구,23,54,0.5,0.034,0.034,0.006
2013,5,동대문구,22,56,0.5,0.036,0.04,0.007
2013,6,동대문구,20,40,0.4,0.036,0.029,0.005
2013,7,동대문구,20,35,0.4,0.026,0.019,0.005
2013,8,동대문구,23,35,0.3,0.029,0.021,0.005
2013,9,동대문구,16,29,0.3,0.023,0.025,0.005
2013,10,동대문구,25,30,0.4,0.017,0.031,0.005
2013,11,동대문구,22,42,0.6,0.012,0.034,0.005
2013,12,동대문구,26,57,0.9,0.009,0.042,0.007
2014,1,동대문구,22,57,0.9,0.009,0.04,0.008
2014,2,동대문구,26,57,0.7,0.013,0.038,0.007
2014,3,동대문구,31,64,0.5,0.024,0.036,0.007
2014,4,동대문구,23,60,0.6,0.032,0.04,0.006
2014,5,동대문구,22,64,0.6,0.045,0.031,0.006
2014,6,동대문구,20,38,0.5,0.038,0.026,0.005
2014,7,동대문구,20,38,0.7,0.038,0.024,0.005
2014,8,동대문구,23,29,0.4,0.026,0.026,0.002
2014,9,동대문구,16,28,0.4,0.021,0.032,0.002
2014,10,동대문구,25,33,0.5,0.016,0.04,0.005
2014,11,동대문구,22,43,0.8,0.012,0.041,0.006
2014,12,동대문구,26,42,0.9,0.011,0.034,0.006
2015,1,동대문구,22,48,0.8,0.011,0.038,0.008
2015,2,동대문구,26,82,0.7,0.016,0.037,0.007
2015,3,동대문구,31,70,0.7,0.022,0.045,0.009
2015,4,동대문구,23,44,0.5,0.028,0.038,0.006
2015,5,동대문구,22,44,0.4,0.034,0.036,0.007
2015,6,동대문구,20,32,0.4,0.04,0.027,0.006
2015,7,동대문구,20,27,0.3,0.029,0.024,0.005
2015,8,동대문구,23,31,0.3,0.03,0.025,0.006
2015,9,동대문구,16,27,0.4,0.029,0.029,0.005
2015,10,동대문구,25,46,0.6,0.022,0.037,0.006
2015,11,동대문구,22,34,0.7,0.011,0.038,0.005
2015,12,동대문구,26,49,0.9,0.009,0.042,0.006
2010,1,은평구,28,52,0.9,0.014,0.039,0.007
2010,2,은평구,33,46,0.8,0.019,0.035,0.006
2010,3,은평구,32,60,0.6,0.028,0.027,0.005
2010,4,은평구,21,48,0.4,0.03,0.03,0.004
2010,5,은평구,20,56,0.3,0.034,0.03,0.004
2010,6,은평구,17,48,0.4,0.039,0.027,0.004
2010,7,은평구,17,32,0.4,0.023,0.025,0.004
2010,8,은평구,21,31,0.4,0.02,0.021,0.003
2010,9,은평구,15,23,0.5,0.018,0.019,0.003
2010,10,은평구,22,36,0.7,0.017,0.028,0.004
2010,11,은평구,19,68,0.7,0.015,0.032,0.005
2010,12,은평구,25,62,0.8,0.012,0.032,0.007
2011,1,은평구,28,44,0.8,0.015,0.032,0.007
2011,2,은평구,33,72,0.9,0.014,0.043,0.007
2011,3,은평구,32,68,0.6,0.025,0.029,0.006
2011,4,은평구,21,56,0.5,0.028,0.034,0.005
2011,5,은평구,20,74,0.6,0.031,0.03,0.003
2011,6,은평구,17,45,0.5,0.034,0.028,0.003
2011,7,은평구,17,28,0.6,0.019,0.022,0.003
2011,8,은평구,21,26,0.3,0.02,0.019,0.003
2011,9,은평구,15,28,0.5,0.025,0.02,0.003
2011,10,은평구,22,40,0.6,0.016,0.028,0.004
2011,11,은평구,19,35,0.7,0.014,0.027,0.004
2011,12,은평구,25,46,0.7,0.011,0.029,0.006
2012,1,은평구,28,57,0.9,0.012,0.031,0.008
2012,2,은평구,33,46,0.7,0.015,0.027,0.007
2012,3,은평구,32,44,0.7,0.024,0.024,0.006
2012,4,은평구,21,48,0.5,0.026,0.024,0.006
2012,5,은평구,20,51,0.5,0.032,0.031,0.006
2012,6,은평구,17,39,0.4,0.04,0.024,0.006
2012,7,은평구,17,26,0.4,0.025,0.018,0.005
2012,8,은평구,21,21,0.5,0.026,0.015,0.003
2012,9,은평구,15,26,0.4,0.024,0.023,0.002
2012,10,은평구,22,32,0.4,0.019,0.032,0.003
2012,11,은평구,19,41,0.5,0.013,0.033,0.004
2012,12,은평구,25,40,0.6,0.012,0.035,0.005
2013,1,은평구,28,59,0.9,0.014,0.04,0.008
2013,2,은평구,33,43,0.7,0.019,0.034,0.006
2013,3,은평구,32,53,0.5,0.021,0.034,0.006
2013,4,은평구,21,52,0.6,0.026,0.031,0.005
2013,5,은평구,20,56,0.6,0.03,0.033,0.005
2013,6,은평구,17,39,0.6,0.034,0.026,0.004
2013,7,은평구,17,34,0.5,0.019,0.024,0.004
2013,8,은평구,21,36,0.5,0.022,0.025,0.004
2013,9,은평구,15,28,0.4,0.023,0.025,0.003
2013,10,은평구,22,27,0.4,0.021,0.025,0.003
2013,11,은평구,19,41,0.7,0.013,0.03,0.005
2013,12,은평구,25,54,0.8,0.01,0.047,0.008
2014,1,은평구,28,56,0.8,0.01,0.046,0.007
2014,2,은평구,33,57,0.9,0.016,0.038,0.006
2014,3,은평구,32,60,0.8,0.02,0.035,0.006
2014,4,은평구,21,56,0.7,0.026,0.033,0.005
2014,5,은평구,20,62,0.4,0.033,0.027,0.006
2014,6,은평구,17,37,0.3,0.034,0.021,0.004
2014,7,은평구,17,39,0.3,0.034,0.025,0.005
2014,8,은평구,21,29,0.3,0.029,0.028,0.004
2014,9,은평구,15,29,0.5,0.027,0.038,0.004
2014,10,은평구,22,29,0.6,0.017,0.033,0.004
2014,11,은평구,19,39,0.8,0.012,0.034,0.005
2014,12,은평구,25,53,0.8,0.011,0.031,0.005
2015,1,은평구,28,51,0.8,0.011,0.033,0.006
2015,2,은평구,33,88,0.7,0.014,0.034,0.007
2015,3,은평구,32,70,0.6,0.018,0.038,0.007
2015,4,은평구,21,43,0.4,0.021,0.034,0.005
2015,5,은평구,20,43,0.3,0.032,0.038,0.005
2015,6,은평구,17,32,0.3,0.038,0.029,0.004
2015,7,은평구,17,29,0.4,0.025,0.025,0.004
2015,8,은평구,21,33,0.5,0.03,0.023,0.005
2015,9,은평구,15,28,0.4,0.025,0.035,0.005
2015,10,은평구,22,45,0.5,0.016,0.032,0.005
2015,11,은평구,19,33,0.5,0.014,0.027,0.006
2015,12,은평구,25,46,0.6,0.014,0.033,0.006
2010,1,마포구,26,63,0.8,0.007,0.045,0.006
2010,2,마포구,31,54,0.7,0.011,0.039,0.005
2010,3,마포구,34,67,0.6,0.017,0.031,0.004
2010,4,마포구,25,52,0.5,0.019,0.035,0.004
2010,5,마포구,26,59,0.5,0.023,0.035,0.004
2010,6,마포구,23,52,0.5,0.026,0.036,0.006
2010,7,마포구,21,32,0.4,0.03,0.025,0.006
2010,8,마포구,25,31,0.4,0.017,0.027,0.007
2010,9,마포구,18,26,0.4,0.01,0.025,0.003
2010,10,마포구,28,43,0.6,0.011,0.036,0.003
2010,11,마포구,26,77,0.7,0.01,0.039,0.004
2010,12,마포구,34,71,0.8,0.006,0.038,0.005
2011,1,마포구,26,50,0.7,0.009,0.04,0.006
2011,2,마포구,31,83,1.0,0.009,0.043,0.006
2011,3,마포구,34,71,0.5,0.019,0.029,0.005
2011,4,마포구,25,58,0.5,0.021,0.037,0.005
2011,5,마포구,26,79,0.5,0.028,0.036,0.004
2011,6,마포구,23,47,0.5,0.034,0.032,0.004
2011,7,마포구,21,29,0.5,0.02,0.028,0.003
2011,8,마포구,25,27,0.4,0.015,0.017,0.003
2011,9,마포구,18,31,0.4,0.017,0.024,0.003
2011,10,마포구,28,45,0.6,0.011,0.042,0.004
2011,11,마포구,26,41,0.6,0.009,0.039,0.005
2011,12,마포구,34,50,0.7,0.007,0.04,0.006
2012,1,마포구,26,66,0.8,0.008,0.041,0.008
2012,2,마포구,31,55,0.7,0.012,0.033,0.007
2012,3,마포구,34,48,0.5,0.021,0.03,0.004
2012,4,마포구,25,53,0.5,0.022,0.034,0.004
2012,5,마포구,26,53,0.5,0.033,0.034,0.005
2012,6,마포구,23,39,0.4,0.031,0.023,0.004
2012,7,마포구,21,27,0.5,0.019,0.02,0.003
2012,8,마포구,25,21,0.4,0.026,0.016,0.003
2012,9,마포구,18,27,0.5,0.022,0.026,0.003
2012,10,마포구,28,34,0.5,0.017,0.022,0.004
2012,11,마포구,26,44,0.6,0.011,0.025,0.005
2012,12,마포구,34,43,0.8,0.011,0.033,0.006
2013,1,마포구,26,68,0.9,0.013,0.048,0.008
2013,2,마포구,31,47,0.7,0.018,0.04,0.006
2013,3,마포구,34,58,0.6,0.023,0.037,0.006
2013,4,마포구,25,56,0.6,0.033,0.035,0.005
2013,5,마포구,26,60,0.6,0.044,0.036,0.006
2013,6,마포구,23,42,0.5,0.034,0.03,0.004
2013,7,마포구,21,35,0.4,0.028,0.019,0.004
2013,8,마포구,25,37,0.4,0.028,0.017,0.004
2013,9,마포구,18,30,0.4,0.022,0.02,0.004
2013,10,마포구,28,31,0.5,0.017,0.027,0.004
2013,11,마포구,26,45,0.7,0.012,0.034,0.006
2013,12,마포구,34,59,0.8,0.009,0.04,0.007
2014,1,마포구,26,61,0.8,0.01,0.038,0.007
2014,2,마포구,31,60,0.7,0.016,0.039,0.006
2014,3,마포구,34,61,0.6,0.023,0.041,0.006
2014,4,마포구,25,62,0.6,0.028,0.043,0.006
2014,5,마포구,26,68,0.5,0.039,0.031,0.007
2014,6,마포구,23,40,0.5,0.035,0.024,0.004
2014,7,마포구,21,40,0.5,0.032,0.023,0.005
2014,8,마포구,25,30,0.5,0.024,0.025,0.004
2014,9,마포구,18,31,0.5,0.023,0.031,0.004
2014,10,마포구,28,35,0.5,0.017,0.038,0.004
2014,11,마포구,26,46,0.7,0.012,0.041,0.005
2014,12,마포구,34,45,0.7,0.01,0.033,0.006
2015,1,마포구,26,52,0.7,0.01,0.041,0.006
2015,2,마포구,31,88,0.7,0.016,0.04,0.006
2015,3,마포구,34,75,0.6,0.022,0.037,0.006
2015,4,마포구,25,48,0.5,0.032,0.023,0.004
2015,5,마포구,26,45,0.4,0.039,0.031,0.005
2015,6,마포구,23,34,0.4,0.038,0.019,0.003
2015,7,마포구,21,31,0.4,0.033,0.013,0.003
2015,8,마포구,25,35,0.4,0.035,0.025,0.004
2015,9,마포구,18,26,0.4,0.03,0.029,0.004
2015,10,마포구,28,42,0.5,0.021,0.041,0.005
2015,11,마포구,26,33,0.6,0.012,0.037,0.005
2015,12,마포구,34,46,0.7,0.009,0.032,0.005
2010,1,영등포구,25,59,0.8,0.008,0.05,0.009
2010,2,영등포구,30,51,0.8,0.013,0.045,0.005
2010,3,영등포구,32,66,0.6,0.024,0.041,0.004
2010,4,영등포구,24,56,0.6,0.025,0.049,0.004
2010,5,영등포구,24,62,0.6,0.033,0.038,0.004
2010,6,영등포구,22,52,0.5,0.032,0.035,0.003
2010,7,영등포구,19,31,0.4,0.024,0.022,0.003
2010,8,영등포구,23,31,0.5,0.018,0.028,0.002
2010,9,영등포구,16,26,0.4,0.016,0.029,0.003
2010,10,영등포구,25,44,0.6,0.014,0.04,0.005
2010,11,영등포구,22,76,0.7,0.013,0.038,0.007
2010,12,영등포구,26,68,0.7,0.008,0.038,0.007
2011,1,영등포구,25,47,0.8,0.013,0.04,0.007
2011,2,영등포구,30,80,1.0,0.011,0.055,0.007
2011,3,영등포구,32,71,0.6,0.025,0.033,0.006
2011,4,영등포구,24,59,0.7,0.027,0.037,0.006
2011,5,영등포구,24,79,0.6,0.026,0.045,0.004
2011,6,영등포구,22,46,0.6,0.027,0.044,0.004
2011,7,영등포구,19,29,0.5,0.016,0.036,0.002
2011,8,영등포구,23,27,0.5,0.017,0.028,0.002
2011,9,영등포구,16,31,0.5,0.021,0.02,0.003
2011,10,영등포구,25,46,0.7,0.012,0.036,0.004
2011,11,영등포구,22,40,0.8,0.011,0.047,0.005
2011,12,영등포구,26,47,0.9,0.008,0.023,0.007
2012,1,영등포구,25,62,0.9,0.011,0.043,0.01
2012,2,영등포구,30,51,0.9,0.015,0.038,0.008
2012,3,영등포구,32,52,0.7,0.024,0.027,0.006
2012,4,영등포구,24,55,0.7,0.027,0.035,0.007
2012,5,영등포구,24,57,0.6,0.035,0.034,0.007
2012,6,영등포구,22,42,0.6,0.033,0.029,0.005
2012,7,영등포구,19,29,0.6,0.019,0.029,0.004
2012,8,영등포구,23,23,0.6,0.023,0.018,0.005
2012,9,영등포구,16,31,0.5,0.021,0.022,0.006
2012,10,영등포구,25,36,0.7,0.018,0.025,0.007
2012,11,영등포구,22,47,0.8,0.011,0.028,0.008
2012,12,영등포구,26,46,0.9,0.01,0.036,0.007
2013,1,영등포구,25,68,1.0,0.011,0.042,0.01
2013,2,영등포구,30,49,0.8,0.016,0.033,0.008
2013,3,영등포구,32,58,0.7,0.021,0.034,0.007
2013,4,영등포구,24,53,0.6,0.032,0.036,0.005
2013,5,영등포구,24,56,0.5,0.037,0.036,0.005
2013,6,영등포구,22,42,0.2,0.033,0.027,0.003
2013,7,영등포구,19,34,0.5,0.02,0.014,0.002
2013,8,영등포구,23,36,0.5,0.027,0.026,0.003
2013,9,영등포구,16,30,0.4,0.024,0.032,0.004
