,요양개시년월,주소(시도),주소(시군구),연령군,진료에피소드 건수,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
0,201001,서울특별시,강남구,0,442,26,63,0.8,0.008,0.05,0.007
1,201001,서울특별시,강남구,1,220,26,63,0.8,0.008,0.05,0.007
2,201001,서울특별시,강남구,2,75,26,63,0.8,0.008,0.05,0.007
3,201001,서울특별시,강남구,3,491,26,63,0.8,0.008,0.05,0.007
4,201001,서울특별시,강남구,4,438,26,63,0.8,0.008,0.05,0.007
5,201001,서울특별시,강남구,5,275,26,63,0.8,0.008,0.05,0.007
6,201001,서울특별시,강동구,0,516,27,49,0.5,0.01,0.04,0.01
7,201001,서울특별시,강동구,1,205,27,49,0.5,0.01,0.04,0.01
8,201001,서울특별시,강동구,2,55,27,49,0.5,0.01,0.04,0.01
9,201001,서울특별시,강동구,3,397,27,49,0.5,0.01,0.04,0.01
10,201001,서울특별시,강동구,4,467,27,49,0.5,0.01,0.04,0.01
11,201001,서울특별시,강동구,5,310,27,49,0.5,0.01,0.04,0.01
12,201001,서울특별시,강북구,0,343,22,54,0.9,0.015,0.049,0.01
13,201001,서울특별시,강북구,1,141,22,54,0.9,0.015,0.049,0.01
14,201001,서울특별시,강북구,2,34,22,54,0.9,0.015,0.049,0.01
15,201001,서울특별시,강북구,3,229,22,54,0.9,0.015,0.049,0.01
16,201001,서울특별시,강북구,4,278,22,54,0.9,0.015,0.049,0.01
17,201001,서울특별시,강북구,5,198,22,54,0.9,0.015,0.049,0.01
18,201001,서울특별시,강서구,0,981,27,62,0.8,0.01,0.048,0.009
19,201001,서울특별시,강서구,1,338,27,62,0.8,0.01,0.048,0.009
20,201001,서울특별시,강서구,2,66,27,62,0.8,0.01,0.048,0.009
21,201001,서울특별시,강서구,3,654,27,62,0.8,0.01,0.048,0.009
22,201001,서울특별시,강서구,4,660,27,62,0.8,0.01,0.048,0.009
23,201001,서울특별시,강서구,5,436,27,62,0.8,0.01,0.048,0.009
24,201001,서울특별시,관악구,0,518,19,64,0.9,0.009,0.044,0.006
25,201001,서울특별시,관악구,1,214,19,64,0.9,0.009,0.044,0.006
26,201001,서울특별시,관악구,2,35,19,64,0.9,0.009,0.044,0.006
27,201001,서울특별시,관악구,3,487,19,64,0.9,0.009,0.044,0.006
28,201001,서울특별시,관악구,4,425,19,64,0.9,0.009,0.044,0.006
29,201001,서울특별시,관악구,5,345,19,64,0.9,0.009,0.044,0.006
30,201001,서울특별시,광진구,0,596,24,58,0.6,0.012,0.042,0.006
31,201001,서울특별시,광진구,1,246,24,58,0.6,0.012,0.042,0.006
32,201001,서울특별시,광진구,2,57,24,58,0.6,0.012,0.042,0.006
33,201001,서울특별시,광진구,3,427,24,58,0.6,0.012,0.042,0.006
34,201001,서울특별시,광진구,4,361,24,58,0.6,0.012,0.042,0.006
35,201001,서울특별시,광진구,5,222,24,58,0.6,0.012,0.042,0.006
36,201001,서울특별시,구로구,0,583,24,62,0.9,0.01,0.043,0.006
37,201001,서울특별시,구로구,1,244,24,62,0.9,0.01,0.043,0.006
38,201001,서울특별시,구로구,2,51,24,62,0.9,0.01,0.043,0.006
39,201001,서울특별시,구로구,3,420,24,62,0.9,0.01,0.043,0.006
40,201001,서울특별시,구로구,4,483,24,62,0.9,0.01,0.043,0.006
41,201001,서울특별시,구로구,5,335,24,62,0.9,0.01,0.043,0.006
42,201001,서울특별시,금천구,0,400,27,58,0.8,0.012,0.037,0.007
43,201001,서울특별시,금천구,1,164,27,58,0.8,0.012,0.037,0.007
44,201001,서울특별시,금천구,2,37,27,58,0.8,0.012,0.037,0.007
45,201001,서울특별시,금천구,3,198,27,58,0.8,0.012,0.037,0.007
46,201001,서울특별시,금천구,4,230,27,58,0.8,0.012,0.037,0.007
47,201001,서울특별시,금천구,5,154,27,58,0.8,0.012,0.037,0.007
48,201001,서울특별시,노원구,0,901,25,55,0.8,0.012,0.045,0.009
49,201001,서울특별시,노원구,1,465,25,55,0.8,0.012,0.045,0.009
50,201001,서울특별시,노원구,2,119,25,55,0.8,0.012,0.045,0.009
51,201001,서울특별시,노원구,3,708,25,55,0.8,0.012,0.045,0.009
52,201001,서울특별시,노원구,4,590,25,55,0.8,0.012,0.045,0.009
53,201001,서울특별시,노원구,5,403,25,55,0.8,0.012,0.045,0.009
54,201001,서울특별시,도봉구,0,440,26,56,0.8,0.015,0.039,0.007
55,201001,서울특별시,도봉구,1,203,26,56,0.8,0.015,0.039,0.007
56,201001,서울특별시,도봉구,2,52,26,56,0.8,0.015,0.039,0.007
57,201001,서울특별시,도봉구,3,354,26,56,0.8,0.015,0.039,0.007
58,201001,서울특별시,도봉구,4,398,26,56,0.8,0.015,0.039,0.007
59,201001,서울특별시,도봉구,5,269,26,56,0.8,0.015,0.039,0.007
60,201001,서울특별시,동대문구,0,534,22,63,0.8,0.01,0.044,0.008
61,201001,서울특별시,동대문구,1,196,22,63,0.8,0.01,0.044,0.008
62,201001,서울특별시,동대문구,2,36,22,63,0.8,0.01,0.044,0.008
63,201001,서울특별시,동대문구,3,409,22,63,0.8,0.01,0.044,0.008
64,201001,서울특별시,동대문구,4,412,22,63,0.8,0.01,0.044,0.008
65,201001,서울특별시,동대문구,5,332,22,63,0.8,0.01,0.044,0.008
66,201001,서울특별시,동작구,0,432,24,56,0.7,0.013,0.047,0.008
67,201001,서울특별시,동작구,1,174,24,56,0.7,0.013,0.047,0.008
68,201001,서울특별시,동작구,2,41,24,56,0.7,0.013,0.047,0.008
69,201001,서울특별시,동작구,3,294,24,56,0.7,0.013,0.047,0.008
70,201001,서울특별시,동작구,4,334,24,56,0.7,0.013,0.047,0.008
71,201001,서울특별시,동작구,5,221,24,56,0.7,0.013,0.047,0.008
72,201001,서울특별시,마포구,0,686,26,63,0.8,0.007,0.045,0.006
73,201001,서울특별시,마포구,1,242,26,63,0.8,0.007,0.045,0.006
74,201001,서울특별시,마포구,2,46,26,63,0.8,0.007,0.045,0.006
75,201001,서울특별시,마포구,3,444,26,63,0.8,0.007,0.045,0.006
76,201001,서울특별시,마포구,4,397,26,63,0.8,0.007,0.045,0.006
77,201001,서울특별시,마포구,5,316,26,63,0.8,0.007,0.045,0.006
78,201001,서울특별시,서대문구,0,517,24,62,0.7,0.018,0.042,0.008
79,201001,서울특별시,서대문구,1,283,24,62,0.7,0.018,0.042,0.008
80,201001,서울특별시,서대문구,2,98,24,62,0.7,0.018,0.042,0.008
81,201001,서울특별시,서대문구,3,639,24,62,0.7,0.018,0.042,0.008
82,201001,서울특별시,서대문구,4,584,24,62,0.7,0.018,0.042,0.008
83,201001,서울특별시,서대문구,5,466,24,62,0.7,0.018,0.042,0.008
84,201001,서울특별시,서초구,0,441,28,61,0.7,0.008,0.044,0.006
85,201001,서울특별시,서초구,1,196,28,61,0.7,0.008,0.044,0.006
86,201001,서울특별시,서초구,2,56,28,61,0.7,0.008,0.044,0.006
87,201001,서울특별시,서초구,3,399,28,61,0.7,0.008,0.044,0.006
88,201001,서울특별시,서초구,4,356,28,61,0.7,0.008,0.044,0.006
89,201001,서울특별시,서초구,5,209,28,61,0.7,0.008,0.044,0.006
90,201001,서울특별시,성동구,0,408,26,60,0.8,0.01,0.041,0.006
91,201001,서울특별시,성동구,1,201,26,60,0.8,0.01,0.041,0.006
92,201001,서울특별시,성동구,2,37,26,60,0.8,0.01,0.041,0.006
93,201001,서울특별시,성동구,3,267,26,60,0.8,0.01,0.041,0.006
94,201001,서울특별시,성동구,4,288,26,60,0.8,0.01,0.041,0.006
95,201001,서울특별시,성동구,5,236,26,60,0.8,0.01,0.041,0.006
96,201001,서울특별시,성북구,0,766,23,56,0.9,0.009,0.048,0.006
97,201001,서울특별시,성북구,1,260,23,56,0.9,0.009,0.048,0.006
98,201001,서울특별시,성북구,2,67,23,56,0.9,0.009,0.048,0.006
99,201001,서울특별시,성북구,3,507,23,56,0.9,0.009,0.048,0.006
100,201001,서울특별시,성북구,4,490,23,56,0.9,0.009,0.048,0.006
101,201001,서울특별시,성북구,5,396,23,56,0.9,0.009,0.048,0.006
102,201001,서울특별시,송파구,0,982,27,59,0.9,0.011,0.04,0.007
103,201001,서울특별시,송파구,1,453,27,59,0.9,0.011,0.04,0.007
104,201001,서울특별시,송파구,2,102,27,59,0.9,0.011,0.04,0.007
105,201001,서울특별시,송파구,3,698,27,59,0.9,0.011,0.04,0.007
106,201001,서울특별시,송파구,4,734,27,59,0.9,0.011,0.04,0.007
107,201001,서울특별시,송파구,5,430,27,59,0.9,0.011,0.04,0.007
108,201001,서울특별시,양천구,0,700,23,64,1.0,0.013,0.049,0.009
109,201001,서울특별시,양천구,1,319,23,64,1.0,0.013,0.049,0.009
110,201001,서울특별시,양천구,2,88,23,64,1.0,0.013,0.049,0.009
111,201001,서울특별시,양천구,3,501,23,64,1.0,0.013,0.049,0.009
112,201001,서울특별시,양천구,4,566,23,64,1.0,0.013,0.049,0.009
113,201001,서울특별시,양천구,5,333,23,64,1.0,0.013,0.049,0.009
114,201001,서울특별시,영등포구,0,762,25,59,0.8,0.008,0.05,0.009
115,201001,서울특별시,영등포구,1,288,25,59,0.8,0.008,0.05,0.009
116,201001,서울특별시,영등포구,2,59,25,59,0.8,0.008,0.05,0.009
117,201001,서울특별시,영등포구,3,518,25,59,0.8,0.008,0.05,0.009
118,201001,서울특별시,영등포구,4,461,25,59,0.8,0.008,0.05,0.009
119,201001,서울특별시,영등포구,5,265,25,59,0.8,0.008,0.05,0.009
120,201001,서울특별시,용산구,0,284,23,61,0.8,0.012,0.05,0.01
121,201001,서울특별시,용산구,1,121,23,61,0.8,0.012,0.05,0.01
122,201001,서울특별시,용산구,2,21,23,61,0.8,0.012,0.05,0.01
123,201001,서울특별시,용산구,3,209,23,61,0.8,0.012,0.05,0.01
124,201001,서울특별시,용산구,4,214,23,61,0.8,0.012,0.05,0.01
125,201001,서울특별시,용산구,5,189,23,61,0.8,0.012,0.05,0.01
126,201001,서울특별시,은평구,0,969,28,52,0.9,0.014,0.039,0.007
127,201001,서울특별시,은평구,1,463,28,52,0.9,0.014,0.039,0.007
128,201001,서울특별시,은평구,2,123,28,52,0.9,0.014,0.039,0.007
129,201001,서울특별시,은평구,3,619,28,52,0.9,0.014,0.039,0.007
130,201001,서울특별시,은평구,4,708,28,52,0.9,0.014,0.039,0.007
131,201001,서울특별시,은평구,5,492,28,52,0.9,0.014,0.039,0.007
132,201001,서울특별시,종로구,0,154,24,59,0.9,0.013,0.046,0.009
133,201001,서울특별시,종로구,1,86,24,59,0.9,0.013,0.046,0.009
134,201001,서울특별시,종로구,2,32,24,59,0.9,0.013,0.046,0.009
135,201001,서울특별시,종로구,3,144,24,59,0.9,0.013,0.046,0.009
136,201001,서울특별시,종로구,4,169,24,59,0.9,0.013,0.046,0.009
137,201001,서울특별시,종로구,5,146,24,59,0.9,0.013,0.046,0.009
138,201001,서울특별시,중구,0,86,21,58,1.0,0.011,0.043,0.007
139,201001,서울특별시,중구,1,25,21,58,1.0,0.011,0.043,0.007
140,201001,서울특별시,중구,2,5,21,58,1.0,0.011,0.043,0.007
141,201001,서울특별시,중구,3,81,21,58,1.0,0.011,0.043,0.007
142,201001,서울특별시,중구,4,82,21,58,1.0,0.011,0.043,0.007
143,201001,서울특별시,중구,5,55,21,58,1.0,0.011,0.043,0.007
144,201001,서울특별시,중랑구,0,553,26,60,0.5,0.011,0.045,0.007
145,201001,서울특별시,중랑구,1,258,26,60,0.5,0.011,0.045,0.007
146,201001,서울특별시,중랑구,2,56,26,60,0.5,0.011,0.045,0.007
147,201001,서울특별시,중랑구,3,408,26,60,0.5,0.011,0.045,0.007
148,201001,서울특별시,중랑구,4,537,26,60,0.5,0.011,0.045,0.007
149,201001,서울특별시,중랑구,5,339,26,60,0.5,0.011,0.045,0.007
150,201002,서울특별시,강남구,0,470,33,53,0.6,0.011,0.045,0.006
151,201002,서울특별시,강남구,1,221,33,53,0.6,0.011,0.045,0.006
152,201002,서울특별시,강남구,2,58,33,53,0.6,0.011,0.045,0.006
153,201002,서울특별시,강남구,3,317,33,53,0.6,0.011,0.045,0.006
154,201002,서울특별시,강남구,4,409,33,53,0.6,0.011,0.045,0.006
155,201002,서울특별시,강남구,5,280,33,53,0.6,0.011,0.045,0.006
156,201002,서울특별시,강동구,0,326,31,49,0.3,0.016,0.036,0.008
157,201002,서울특별시,강동구,1,170,31,49,0.3,0.016,0.036,0.008
158,201002,서울특별시,강동구,2,35,31,49,0.3,0.016,0.036,0.008
159,201002,서울특별시,강동구,3,219,31,49,0.3,0.016,0.036,0.008
160,201002,서울특별시,강동구,4,351,31,49,0.3,0.016,0.036,0.008
161,201002,서울특별시,강동구,5,300,31,49,0.3,0.016,0.036,0.008
162,201002,서울특별시,강북구,0,450,25,45,0.6,0.018,0.043,0.009
163,201002,서울특별시,강북구,1,173,25,45,0.6,0.018,0.043,0.009
164,201002,서울특별시,강북구,2,24,25,45,0.6,0.018,0.043,0.009
165,201002,서울특별시,강북구,3,140,25,45,0.6,0.018,0.043,0.009
166,201002,서울특별시,강북구,4,315,25,45,0.6,0.018,0.043,0.009
167,201002,서울특별시,강북구,5,249,25,45,0.6,0.018,0.043,0.009
168,201002,서울특별시,강서구,0,458,35,52,0.7,0.015,0.043,0.007
169,201002,서울특별시,강서구,1,211,35,52,0.7,0.015,0.043,0.007
170,201002,서울특별시,강서구,2,68,35,52,0.7,0.015,0.043,0.007
171,201002,서울특별시,강서구,3,320,35,52,0.7,0.015,0.043,0.007
172,201002,서울특별시,강서구,4,515,35,52,0.7,0.015,0.043,0.007
173,201002,서울특별시,강서구,5,331,35,52,0.7,0.015,0.043,0.007
174,201002,서울특별시,관악구,0,526,32,56,0.7,0.014,0.04,0.005
175,201002,서울특별시,관악구,1,313,32,56,0.7,0.014,0.04,0.005
176,201002,서울특별시,관악구,2,59,32,56,0.7,0.014,0.04,0.005
177,201002,서울특별시,관악구,3,320,32,56,0.7,0.014,0.04,0.005
178,201002,서울특별시,관악구,4,273,32,56,0.7,0.014,0.04,0.005
179,201002,서울특별시,관악구,5,228,32,56,0.7,0.014,0.04,0.005
180,201002,서울특별시,광진구,0,624,28,47,0.6,0.017,0.035,0.005
181,201002,서울특별시,광진구,1,331,28,47,0.6,0.017,0.035,0.005
182,201002,서울특별시,광진구,2,43,28,47,0.6,0.017,0.035,0.005
183,201002,서울특별시,광진구,3,310,28,47,0.6,0.017,0.035,0.005
184,201002,서울특별시,광진구,4,425,28,47,0.6,0.017,0.035,0.005
185,201002,서울특별시,광진구,5,328,28,47,0.6,0.017,0.035,0.005
186,201002,서울특별시,구로구,0,143,28,53,0.8,0.015,0.04,0.005
187,201002,서울특별시,구로구,1,89,28,53,0.8,0.015,0.04,0.005
188,201002,서울특별시,구로구,2,30,28,53,0.8,0.015,0.04,0.005
189,201002,서울특별시,구로구,3,145,28,53,0.8,0.015,0.04,0.005
190,201002,서울특별시,구로구,4,278,28,53,0.8,0.015,0.04,0.005
191,201002,서울특별시,구로구,5,218,28,53,0.8,0.015,0.04,0.005
192,201002,서울특별시,금천구,0,73,28,53,0.6,0.017,0.031,0.008
193,201002,서울특별시,금천구,1,35,28,53,0.6,0.017,0.031,0.008
194,201002,서울특별시,금천구,2,6,28,53,0.6,0.017,0.031,0.008
195,201002,서울특별시,금천구,3,58,28,53,0.6,0.017,0.031,0.008
196,201002,서울특별시,금천구,4,114,28,53,0.6,0.017,0.031,0.008
197,201002,서울특별시,금천구,5,102,28,53,0.6,0.017,0.031,0.008
198,201002,서울특별시,노원구,0,424,31,46,0.6,0.018,0.036,0.007
199,201002,서울특별시,노원구,1,208,31,46,0.6,0.018,0.036,0.007
200,201002,서울특별시,노원구,2,24,31,46,0.6,0.018,0.036,0.007
201,201002,서울특별시,노원구,3,240,31,46,0.6,0.018,0.036,0.007
202,201002,서울특별시,노원구,4,311,31,46,0.6,0.018,0.036,0.007
203,201002,서울특별시,노원구,5,286,31,46,0.6,0.018,0.036,0.007
204,201002,서울특별시,도봉구,0,720,29,44,0.7,0.018,0.036,0.005
205,201002,서울특별시,도봉구,1,289,29,44,0.7,0.018,0.036,0.005
206,201002,서울특별시,도봉구,2,87,29,44,0.7,0.018,0.036,0.005
207,201002,서울특별시,도봉구,3,437,29,44,0.7,0.018,0.036,0.005
208,201002,서울특별시,도봉구,4,249,29,44,0.7,0.018,0.036,0.005
209,201002,서울특별시,도봉구,5,222,29,44,0.7,0.018,0.036,0.005
210,201002,서울특별시,동대문구,0,613,26,52,0.6,0.012,0.043,0.007
211,201002,서울특별시,동대문구,1,377,26,52,0.6,0.012,0.043,0.007
212,201002,서울특별시,동대문구,2,75,26,52,0.6,0.012,0.043,0.007
213,201002,서울특별시,동대문구,3,368,26,52,0.6,0.012,0.043,0.007
214,201002,서울특별시,동대문구,4,366,26,52,0.6,0.012,0.043,0.007
215,201002,서울특별시,동대문구,5,267,26,52,0.6,0.012,0.043,0.007
216,201002,서울특별시,동작구,0,376,29,47,0.5,0.019,0.042,0.008
217,201002,서울특별시,동작구,1,210,29,47,0.5,0.019,0.042,0.008
218,201002,서울특별시,동작구,2,34,29,47,0.5,0.019,0.042,0.008
219,201002,서울특별시,동작구,3,231,29,47,0.5,0.019,0.042,0.008
220,201002,서울특별시,동작구,4,221,29,47,0.5,0.019,0.042,0.008
221,201002,서울특별시,동작구,5,190,29,47,0.5,0.019,0.042,0.008
222,201002,서울특별시,마포구,0,418,31,54,0.7,0.011,0.039,0.005
223,201002,서울특별시,마포구,1,215,31,54,0.7,0.011,0.039,0.005
224,201002,서울특별시,마포구,2,59,31,54,0.7,0.011,0.039,0.005
225,201002,서울특별시,마포구,3,398,31,54,0.7,0.011,0.039,0.005
226,201002,서울특별시,마포구,4,375,31,54,0.7,0.011,0.039,0.005
227,201002,서울특별시,마포구,5,202,31,54,0.7,0.011,0.039,0.005
228,201002,서울특별시,서대문구,0,416,33,46,0.7,0.024,0.032,0.007
229,201002,서울특별시,서대문구,1,253,33,46,0.7,0.024,0.032,0.007
230,201002,서울특별시,서대문구,2,53,33,46,0.7,0.024,0.032,0.007
231,201002,서울특별시,서대문구,3,316,33,46,0.7,0.024,0.032,0.007
232,201002,서울특별시,서대문구,4,382,33,46,0.7,0.024,0.032,0.007
233,201002,서울특별시,서대문구,5,276,33,46,0.7,0.024,0.032,0.007
234,201002,서울특별시,서초구,0,519,34,52,0.6,0.012,0.036,0.005
235,201002,서울특별시,서초구,1,240,34,52,0.6,0.012,0.036,0.005
236,201002,서울특별시,서초구,2,45,34,52,0.6,0.012,0.036,0.005
237,201002,서울특별시,서초구,3,313,34,52,0.6,0.012,0.036,0.005
238,201002,서울특별시,서초구,4,333,34,52,0.6,0.012,0.036,0.005
239,201002,서울특별시,서초구,5,243,34,52,0.6,0.012,0.036,0.005
240,201002,서울특별시,성동구,0,455,31,50,0.7,0.015,0.036,0.006
241,201002,서울특별시,성동구,1,302,31,50,0.7,0.015,0.036,0.006
242,201002,서울특별시,성동구,2,129,31,50,0.7,0.015,0.036,0.006
243,201002,서울특별시,성동구,3,508,31,50,0.7,0.015,0.036,0.006
244,201002,서울특별시,성동구,4,546,31,50,0.7,0.015,0.036,0.006
245,201002,서울특별시,성동구,5,405,31,50,0.7,0.015,0.036,0.006
246,201002,서울특별시,성북구,0,541,28,47,0.8,0.011,0.045,0.005
247,201002,서울특별시,성북구,1,266,28,47,0.8,0.011,0.045,0.005
248,201002,서울특별시,성북구,2,43,28,47,0.8,0.011,0.045,0.005
249,201002,서울특별시,성북구,3,296,28,47,0.8,0.011,0.045,0.005
250,201002,서울특별시,성북구,4,514,28,47,0.8,0.011,0.045,0.005
251,201002,서울특별시,성북구,5,370,28,47,0.8,0.011,0.045,0.005
252,201002,서울특별시,송파구,0,723,33,47,0.7,0.016,0.033,0.006
253,201002,서울특별시,송파구,1,283,33,47,0.7,0.016,0.033,0.006
254,201002,서울특별시,송파구,2,49,33,47,0.7,0.016,0.033,0.006
255,201002,서울특별시,송파구,3,413,33,47,0.7,0.016,0.033,0.006
256,201002,서울특별시,송파구,4,440,33,47,0.7,0.016,0.033,0.006
257,201002,서울특별시,송파구,5,326,33,47,0.7,0.016,0.033,0.006
258,201002,서울특별시,양천구,0,902,31,53,0.8,0.018,0.045,0.008
259,201002,서울특별시,양천구,1,526,31,53,0.8,0.018,0.045,0.008
260,201002,서울특별시,양천구,2,97,31,53,0.8,0.018,0.045,0.008
261,201002,서울특별시,양천구,3,551,31,53,0.8,0.018,0.045,0.008
262,201002,서울특별시,양천구,4,459,31,53,0.8,0.018,0.045,0.008
263,201002,서울특별시,양천구,5,305,31,53,0.8,0.018,0.045,0.008
264,201002,서울특별시,영등포구,0,277,30,51,0.8,0.013,0.045,0.005
265,201002,서울특별시,영등포구,1,139,30,51,0.8,0.013,0.045,0.005
266,201002,서울특별시,영등포구,2,17,30,51,0.8,0.013,0.045,0.005
267,201002,서울특별시,영등포구,3,151,30,51,0.8,0.013,0.045,0.005
268,201002,서울특별시,영등포구,4,105,30,51,0.8,0.013,0.045,0.005
269,201002,서울특별시,영등포구,5,113,30,51,0.8,0.013,0.045,0.005
270,201002,서울특별시,용산구,0,868,28,51,0.5,0.014,0.043,0.007
271,201002,서울특별시,용산구,1,577,28,51,0.5,0.014,0.043,0.007
272,201002,서울특별시,용산구,2,115,28,51,0.5,0.014,0.043,0.007
273,201002,서울특별시,용산구,3,561,28,51,0.5,0.014,0.043,0.007
274,201002,서울특별시,용산구,4,523,28,51,0.5,0.014,0.043,0.007
275,201002,서울특별시,용산구,5,455,28,51,0.5,0.014,0.043,0.007
276,201002,서울특별시,은평구,0,573,33,46,0.8,0.019,0.035,0.006
277,201002,서울특별시,은평구,1,214,33,46,0.8,0.019,0.035,0.006
278,201002,서울특별시,은평구,2,37,33,46,0.8,0.019,0.035,0.006
279,201002,서울특별시,은평구,3,355,33,46,0.8,0.019,0.035,0.006
280,201002,서울특별시,은평구,4,327,33,46,0.8,0.019,0.035,0.006
281,201002,서울특별시,은평구,5,294,33,46,0.8,0.019,0.035,0.006
282,201002,서울특별시,종로구,0,468,30,50,0.6,0.016,0.041,0.007
283,201002,서울특별시,종로구,1,259,30,50,0.6,0.016,0.041,0.007
284,201002,서울특별시,종로구,2,59,30,50,0.6,0.016,0.041,0.007
285,201002,서울특별시,종로구,3,247,30,50,0.6,0.016,0.041,0.007
286,201002,서울특별시,종로구,4,273,30,50,0.6,0.016,0.041,0.007
287,201002,서울특별시,종로구,5,206,30,50,0.6,0.016,0.041,0.007
288,201002,서울특별시,중구,0,911,27,50,0.8,0.014,0.039,0.005
289,201002,서울특별시,중구,1,560,27,50,0.8,0.014,0.039,0.005
290,201002,서울특별시,중구,2,124,27,50,0.8,0.014,0.039,0.005
291,201002,서울특별시,중구,3,549,27,50,0.8,0.014,0.039,0.005
292,201002,서울특별시,중구,4,361,27,50,0.8,0.014,0.039,0.005
293,201002,서울특별시,중구,5,273,27,50,0.8,0.014,0.039,0.005
294,201002,서울특별시,중랑구,0,967,31,48,0.6,0.014,0.038,0.006
295,201002,서울특별시,중랑구,1,430,31,48,0.6,0.014,0.038,0.006
296,201002,서울특별시,중랑구,2,60,31,48,0.6,0.014,0.038,0.006
297,201002,서울특별시,중랑구,3,479,31,48,0.6,0.014,0.038,0.006
298,201002,서울특별시,중랑구,4,437,31,48,0.6,0.014,0.038,0.006
299,201002,서울특별시,중랑구,5,325,31,48,0.6,0.014,0.038,0.006
300,201003,서울특별시,강남구,0,910,32,67,0.5,0.018,0.039,0.004
301,201003,서울특별시,강남구,1,437,32,67,0.5,0.018,0.039,0.004
302,201003,서울특별시,강남구,2,151,32,67,0.5,0.018,0.039,0.004
303,201003,서울특별시,강남구,3,543,32,67,0.5,0.018,0.039,0.004
304,201003,서울특별시,강남구,4,534,32,67,0.5,0.018,0.039,0.004
305,201003,서울특별시,강남구,5,405,32,67,0.5,0.018,0.039,0.004
306,201003,서울특별시,강동구,0,1121,27,63,0.2,0.026,0.03,0.006
307,201003,서울특별시,강동구,1,529,27,63,0.2,0.026,0.03,0.006
308,201003,서울특별시,강동구,2,191,27,63,0.2,0.026,0.03,0.006
309,201003,서울특별시,강동구,3,326,27,63,0.2,0.026,0.03,0.006
310,201003,서울특별시,강동구,4,303,27,63,0.2,0.026,0.03,0.006
311,201003,서울특별시,강동구,5,235,27,63,0.2,0.026,0.03,0.006
312,201003,서울특별시,강북구,0,369,27,51,0.4,0.028,0.033,0.006
313,201003,서울특별시,강북구,1,209,27,51,0.4,0.028,0.033,0.006
314,201003,서울특별시,강북구,2,39,27,51,0.4,0.028,0.033,0.006
315,201003,서울특별시,강북구,3,130,27,51,0.4,0.028,0.033,0.006
316,201003,서울특별시,강북구,4,123,27,51,0.4,0.028,0.033,0.006
317,201003,서울특별시,강북구,5,158,27,51,0.4,0.028,0.033,0.006
318,201003,서울특별시,강서구,0,683,30,64,0.7,0.024,0.036,0.005
319,201003,서울특별시,강서구,1,473,30,64,0.7,0.024,0.036,0.005
320,201003,서울특별시,강서구,2,163,30,64,0.7,0.024,0.036,0.005
321,201003,서울특별시,강서구,3,317,30,64,0.7,0.024,0.036,0.005
322,201003,서울특별시,강서구,4,332,30,64,0.7,0.024,0.036,0.005
323,201003,서울특별시,강서구,5,290,30,64,0.7,0.024,0.036,0.005
324,201003,서울특별시,관악구,0,830,35,68,0.6,0.021,0.033,0.004
325,201003,서울특별시,관악구,1,539,35,68,0.6,0.021,0.033,0.004
326,201003,서울특별시,관악구,2,252,35,68,0.6,0.021,0.033,0.004
327,201003,서울특별시,관악구,3,504,35,68,0.6,0.021,0.033,0.004
328,201003,서울특별시,관악구,4,406,35,68,0.6,0.021,0.033,0.004
329,201003,서울특별시,관악구,5,338,35,68,0.6,0.021,0.033,0.004
330,201003,서울특별시,광진구,0,1377,25,60,0.5,0.028,0.027,0.004
331,201003,서울특별시,광진구,1,916,25,60,0.5,0.028,0.027,0.004
332,201003,서울특별시,광진구,2,235,25,60,0.5,0.028,0.027,0.004
333,201003,서울특별시,광진구,3,538,25,60,0.5,0.028,0.027,0.004
334,201003,서울특별시,광진구,4,492,25,60,0.5,0.028,0.027,0.004
335,201003,서울특별시,광진구,5,367,25,60,0.5,0.028,0.027,0.004
336,201003,서울특별시,구로구,0,1302,29,66,0.6,0.024,0.035,0.004
337,201003,서울특별시,구로구,1,911,29,66,0.6,0.024,0.035,0.004
338,201003,서울특별시,구로구,2,323,29,66,0.6,0.024,0.035,0.004
339,201003,서울특별시,구로구,3,572,29,66,0.6,0.024,0.035,0.004
340,201003,서울특별시,구로구,4,436,29,66,0.6,0.024,0.035,0.004
341,201003,서울특별시,구로구,5,362,29,66,0.6,0.024,0.035,0.004
342,201003,서울특별시,금천구,0,1357,32,53,0.5,0.026,0.025,0.006
343,201003,서울특별시,금천구,1,938,32,53,0.5,0.026,0.025,0.006
344,201003,서울특별시,금천구,2,370,32,53,0.5,0.026,0.025,0.006
345,201003,서울특별시,금천구,3,683,32,53,0.5,0.026,0.025,0.006
346,201003,서울특별시,금천구,4,593,32,53,0.5,0.026,0.025,0.006
347,201003,서울특별시,금천구,5,538,32,53,0.5,0.026,0.025,0.006
348,201003,서울특별시,노원구,0,799,27,50,0.4,0.029,0.027,0.006
349,201003,서울특별시,노원구,1,543,27,50,0.4,0.029,0.027,0.006
350,201003,서울특별시,노원구,2,194,27,50,0.4,0.029,0.027,0.006
351,201003,서울특별시,노원구,3,339,27,50,0.4,0.029,0.027,0.006
352,201003,서울특별시,노원구,4,342,27,50,0.4,0.029,0.027,0.006
353,201003,서울특별시,노원구,5,255,27,50,0.4,0.029,0.027,0.006
354,201003,서울특별시,도봉구,0,637,31,57,0.5,0.027,0.024,0.004
