요양개시년월,주소(시도),주소(시군구),연령군,진료에피소드 건수,초미세먼지,미세먼지,일산화탄소,오존,이산화질소,아황산가스
201001,서울특별시,중구,4,460,21,58,1.0,0.011,0.043,0.007
201001,서울특별시,중구,5,242,21,58,1.0,0.011,0.043,0.007
201001,서울특별시,중랑구,0,1305,26,60,0.5,0.011,0.045,0.007
201001,서울특별시,중랑구,1,1113,26,60,0.5,0.011,0.045,0.007
201001,서울특별시,중랑구,2,861,26,60,0.5,0.011,0.045,0.007
201001,서울특별시,중랑구,3,6000,26,60,0.5,0.011,0.045,0.007
201001,서울특별시,중랑구,4,4114,26,60,0.5,0.011,0.045,0.007
201001,서울특별시,중랑구,5,1557,26,60,0.5,0.011,0.045,0.007
201002,서울특별시,강남구,0,891,33,53,0.6,0.011,0.045,0.006
201002,서울특별시,강남구,1,1026,33,53,0.6,0.011,0.045,0.006
201002,서울특별시,강남구,2,712,33,53,0.6,0.011,0.045,0.006
201002,서울특별시,강남구,3,3897,33,53,0.6,0.011,0.045,0.006
201002,서울특별시,강남구,4,2200,33,53,0.6,0.011,0.045,0.006
201002,서울특별시,강남구,5,893,33,53,0.6,0.011,0.045,0.006
201002,서울특별시,강동구,0,1306,31,49,0.3,0.016,0.036,0.008
201002,서울특별시,강동구,1,1464,31,49,0.3,0.016,0.036,0.008
201002,서울특별시,강동구,2,955,31,49,0.3,0.016,0.036,0.008
201002,서울특별시,강동구,3,4721,31,49,0.3,0.016,0.036,0.008
201002,서울특별시,강동구,4,3377,31,49,0.3,0.016,0.036,0.008
201002,서울특별시,강동구,5,1324,31,49,0.3,0.016,0.036,0.008
201002,서울특별시,강북구,0,2110,25,45,0.6,0.018,0.043,0.009
201002,서울특별시,강북구,1,2241,25,45,0.6,0.018,0.043,0.009
201002,서울특별시,강북구,2,1249,25,45,0.6,0.018,0.043,0.009
201002,서울특별시,강북구,3,6712,25,45,0.6,0.018,0.043,0.009
201002,서울특별시,강북구,4,4219,25,45,0.6,0.018,0.043,0.009
201002,서울특별시,강북구,5,1441,25,45,0.6,0.018,0.043,0.009
201002,서울특별시,강서구,0,1194,35,52,0.7,0.015,0.043,0.007
201002,서울특별시,강서구,1,1533,35,52,0.7,0.015,0.043,0.007
201002,서울특별시,강서구,2,1478,35,52,0.7,0.015,0.043,0.007
201002,서울특별시,강서구,3,6401,35,52,0.7,0.015,0.043,0.007
201002,서울특별시,강서구,4,3777,35,52,0.7,0.015,0.043,0.007
