,년도,월,count
1481,2020,11,1
1482,2020,11,1
1483,2020,11,1
1484,2020,11,1
1485,2020,11,1
1486,2020,11,1
1487,2020,11,1
1488,2020,11,1
1489,2020,11,1
1490,2020,11,1
1491,2020,1,1
1492,2020,1,1
1493,2020,1,1
1494,2020,1,1
1495,2020,1,1
1496,2020,1,1
1497,2020,1,1
1498,2020,1,1
1499,2020,1,1
1500,2020,1,1
1501,2020,1,1
1502,2020,1,1
1503,2020,1,1
1504,2020,1,1
1505,2020,1,1
1506,2020,1,1
1507,2020,1,1
1508,2020,1,1
1509,2020,1,1
1510,2020,1,1
1511,2020,1,1
1512,2020,1,1
1513,2020,1,1
1514,2020,1,1
1515,2020,1,1
1516,2020,1,1
1517,2020,1,1
1518,2020,1,1
1519,2020,1,1
1520,2020,1,1
1521,2020,1,1
1522,2020,1,1
1523,2020,1,1
1524,2020,1,1
1525,2020,1,1
1526,2020,1,1
1527,2020,1,1
1528,2020,12,1
1529,2020,12,1
1530,2020,12,1
1531,2020,3,1
1532,2020,3,1
1533,2020,3,1
1534,2020,3,1
1535,2020,3,1
1536,2020,3,1
1537,2020,3,1
1538,2020,3,1
1539,2020,3,1
1540,2020,3,1
1541,2020,3,1
1542,2020,3,1
1543,2020,3,1
1544,2020,3,1
1545,2020,3,1
1546,2020,3,1
1547,2020,2,1
1548,2020,2,1
1549,2020,2,1
1550,2020,2,1
1551,2020,2,1
1552,2020,2,1
1553,2020,2,1
1554,2020,3,1
1555,2020,4,1
1556,2020,2,1
1557,2020,5,1
1558,2020,5,1
1559,2020,5,1
1560,2020,5,1
1561,2020,5,1
1562,2020,5,1
1563,2020,5,1
1564,2020,5,1
1565,2020,5,1
1566,2020,5,1
1567,2020,5,1
1568,2020,5,1
1569,2020,4,1
1570,2020,4,1
1571,2020,4,1
1572,2020,4,1
1573,2020,4,1
1574,2020,4,1
1575,2020,4,1
1576,2020,4,1
1577,2020,4,1
1578,2020,4,1
1579,2020,4,1
1580,2020,2,1
1581,2020,2,1
1582,2020,12,1
1583,2020,12,1
1584,2020,12,1
1585,2020,12,1
1586,2020,12,1
1587,2020,12,1
1588,2020,12,1
1589,2020,12,1
1590,2020,12,1
1591,2020,12,1
1592,2020,12,1
1593,2020,12,1
1594,2020,12,1
1595,2020,12,1
1596,2020,12,1
1597,2020,12,1
1598,2020,12,1
1599,2020,12,1
1600,2020,12,1
1601,2020,12,1
1602,2020,12,1
1603,2020,12,1
1604,2020,12,1
1605,2020,12,1
1606,2020,12,1
1607,2020,12,1
1608,2020,2,1
1609,2020,2,1
1610,2020,2,1
1611,2020,2,1
1612,2020,2,1
1613,2020,2,1
1614,2020,2,1
1615,2020,2,1
1616,2020,2,1
1617,2020,2,1
1618,2020,2,1
1619,2020,2,1
1620,2020,2,1
1621,2020,12,1
1622,2020,2,1
1623,2020,2,1
1624,2020,2,1
1625,2020,2,1
1626,2020,2,1
1627,2020,2,1
1628,2020,2,1
1629,2020,2,1
1630,2020,2,1
1631,2020,12,1
1632,2021,12,6
1633,2021,2,4
1634,2021,3,4
1635,2021,4,4
1636,2021,2,4
1637,2021,2,3
1638,2021,12,3
1639,2021,12,3
1640,2021,2,2
1641,2021,2,2
1642,2021,12,2
1643,2021,2,1
1644,2021,12,1
1645,2021,12,1
1646,2021,12,1
1647,2021,12,1
1648,2021,12,1
1649,2021,12,1
1650,2021,12,1
1651,2021,12,1
1652,2021,12,1
1653,2021,12,1
1654,2021,12,1
1655,2021,12,1
1656,2021,12,1
1657,2021,12,1
1658,2021,12,1
1659,2021,12,1
1660,2021,12,1
1661,2021,12,1
1662,2021,12,1
1663,2021,12,1
1664,2021,12,1
1665,2021,11,1
1666,2021,11,1
1667,2021,12,1
1668,2021,12,1
1669,2021,12,1
1670,2021,2,1
1671,2021,2,1
1672,2021,2,1
1673,2021,2,1
1674,2021,2,1
1675,2021,2,1
1676,2021,2,1
1677,2021,2,1
1678,2021,2,1
1679,2021,2,1
1680,2021,2,1
1681,2021,2,1
1682,2021,12,1
1683,2021,2,1
1684,2021,2,1
1685,2021,2,1
1686,2021,12,1
1687,2021,12,1
1688,2021,12,1
1689,2021,12,1
1690,2021,12,1
1691,2021,12,1
1692,2021,12,1
1693,2021,11,1
1694,2021,11,1
1695,2021,11,1
1696,2021,1,1
1697,2021,10,1
1698,2021,10,1
1699,2021,1,1
1700,2021,1,1
1701,2021,1,1
1702,2021,1,1
1703,2021,1,1
1704,2021,1,1
1705,2021,1,1
1706,2021,1,1
1707,2021,1,1
1708,2021,10,1
1709,2021,1,1
1710,2021,1,1
1711,2021,1,1
1712,2021,1,1
1713,2021,1,1
1714,2021,1,1
1715,2021,1,1
1716,2021,1,1
1717,2021,10,1
1718,2021,10,1
1719,2021,11,1
1720,2021,11,1
1721,2021,11,1
1722,2021,11,1
1723,2021,11,1
1724,2021,11,1
1725,2021,11,1
1726,2021,11,1
1727,2021,11,1
1728,2021,11,1
1729,2021,11,1
1730,2021,11,1
1731,2021,11,1
1732,2021,11,1
1733,2021,11,1
1734,2021,11,1
1735,2021,11,1
1736,2021,11,1
1737,2021,11,1
1738,2021,11,1
1739,2021,11,1
1740,2021,11,1
1741,2021,11,1
1742,2021,11,1
1743,2021,2,1
1744,2021,2,1
1745,2021,2,1
1746,2021,4,1
1747,2021,4,1
1748,2021,4,1
1749,2021,4,1
1750,2021,4,1
1751,2021,4,1
1752,2021,4,1
1753,2021,4,1
1754,2021,4,1
1755,2021,4,1
1756,2021,4,1
1757,2021,4,1
1758,2021,4,1
1759,2021,4,1
1760,2021,4,1
1761,2021,4,1
1762,2021,4,1
1763,2021,4,1
1764,2021,4,1
1765,2021,4,1
1766,2021,4,1
1767,2021,3,1
1768,2021,3,1
1769,2021,4,1
1770,2021,4,1
1771,2021,4,1
1772,2021,5,1
1773,2021,6,1
1774,2021,6,1
1775,2021,6,1
1776,2021,5,1
1777,2021,5,1
1778,2021,5,1
1779,2021,5,1
1780,2021,5,1
1781,2021,5,1
1782,2021,5,1
1783,2021,5,1
1784,2021,4,1
1785,2021,5,1
1786,2021,5,1
1787,2021,5,1
1788,2021,5,1
1789,2021,5,1
1790,2021,5,1
1791,2021,5,1
1792,2021,5,1
1793,2021,5,1
1794,2021,5,1
1795,2021,3,1
1796,2021,3,1
1797,2021,3,1
1798,2021,3,1
1799,2021,3,1
1800,2021,3,1
1801,2021,3,1
1802,2021,3,1
1803,2021,3,1
1804,2021,3,1
1805,2021,3,1
1806,2021,3,1
1807,2021,3,1
1808,2021,3,1
1809,2021,3,1
1810,2021,3,1
1811,2021,3,1
1812,2021,3,1
1813,2021,3,1
1814,2021,3,1
1815,2021,3,1
1816,2021,3,1
1817,2021,3,1
1818,2021,3,1
1819,2021,3,1
1820,2021,2,1
1821,2021,3,1
1822,2021,3,1
1823,2021,3,1
1824,2021,3,1
1825,2021,3,1
1826,2021,3,1
1827,2021,3,1
1828,2021,3,1
1829,2021,3,1
1830,2021,3,1
1831,2021,3,1
1832,2021,3,1
1833,2021,3,1
1834,2021,3,1
1835,2021,3,1
1836,2021,3,1
1837,2021,3,1
1838,2021,3,1
1839,2021,3,1
1840,2021,3,1
1841,2021,3,1
1842,2021,3,1
1843,2021,3,1
1844,2021,3,1
1845,2021,3,1
1846,2021,3,1
1847,2021,9,1
